CustomerID,recency,frequency,monetary,R_score,F_score,M_score,RFM_Score,Segment
15206,32,4,420.29999999999995,5,4,2,542,Loyal Customers
15208,23,5,870.1200000000001,5,4,3,543,Loyal Customers
15210,247,1,331.18,1,1,2,112,Lost
15211,82,2,894.4100000000001,3,3,3,333,Potential Loyalists
15212,263,1,101.8,1,1,1,111,Lost
15213,340,2,328.34999999999997,1,3,2,132,Cant Lose Them
15214,23,8,1656.4000000000003,5,5,4,554,Champions
15215,68,3,734.9399999999998,3,3,3,333,Potential Loyalists
15216,109,1,96.6,2,1,1,211,Lost
15218,32,11,5756.890000000002,5,5,5,555,Champions
15219,198,1,305.75,2,1,2,212,Lost
15220,73,6,1773.9200000000003,3,5,4,354,Potential Loyalists
15221,388,1,403.24999999999994,1,1,2,112,Lost
15222,340,1,585.0,1,1,3,113,Hibernating
15223,247,2,755.75,1,3,3,133,Cant Lose Them
15224,380,2,322.08,1,3,2,132,Cant Lose Them
15225,256,1,362.5999999999999,1,1,2,112,Lost
15226,332,1,154.41,1,1,1,111,Lost
15227,58,5,1219.4000000000005,3,4,4,344,Potential Loyalists
15228,88,4,3386.7100000000028,3,4,5,345,Potential Loyalists
15230,261,2,419.09999999999997,1,3,2,132,Cant Lose Them
15232,135,2,612.0600000000002,2,3,3,233,Cant Lose Them
15234,298,1,197.0,1,1,1,111,Lost
15235,239,12,2177.83,1,5,5,155,At Risk
15236,320,1,321.05,1,1,2,112,Lost
15237,23,4,1386.64,5,4,4,544,Champions
15238,51,3,1071.9899999999998,4,3,4,434,Loyal Customers
15239,32,2,780.59,5,3,3,533,Loyal Customers
15240,66,5,1686.7699999999998,3,4,4,344,Potential Loyalists
15241,88,8,1716.8400000000001,3,5,4,354,Potential Loyalists
15243,96,1,316.68,2,1,2,212,Lost
15244,87,2,631.57,3,3,3,333,Potential Loyalists
15245,156,3,2515.84,2,3,5,235,Cant Lose Them
15246,260,2,514.1500000000001,1,3,3,133,Cant Lose Them
15247,144,1,356.0,2,1,2,212,Lost
15249,53,13,6648.860000000003,4,5,5,455,Champions
15251,31,11,10484.989999999998,5,5,5,555,Champions
15252,58,2,725.48,3,3,3,333,Potential Loyalists
15253,38,5,918.1999999999999,4,4,3,443,Loyal Customers
15254,149,1,300.36,2,1,2,212,Lost
15255,88,1,890.8500000000001,3,1,3,313,Needs Attention
15256,170,1,98.45,2,1,1,211,Lost
15257,305,1,317.15000000000003,1,1,2,112,Lost
15258,190,2,603.36,2,3,3,233,Cant Lose Them
15260,122,7,1810.7700000000002,2,5,4,254,At Risk
15261,157,1,254.81999999999996,2,1,2,212,Lost
15262,345,1,178.95,1,1,1,111,Lost
15263,128,1,156.51,2,1,1,211,Lost
15264,86,1,393.73999999999995,3,1,2,312,Needs Attention
15265,173,2,1506.1200000000001,2,3,4,234,Cant Lose Them
15266,360,1,119.30000000000001,1,1,1,111,Lost
15267,44,5,1717.36,4,4,4,444,Champions
15269,45,1,408.8,4,1,2,412,Promising
15270,37,7,2379.4900000000007,4,5,5,455,Champions
15271,29,15,2462.870000000002,5,5,5,555,Champions
15272,79,2,721.9399999999996,3,3,3,333,Potential Loyalists
15274,26,2,716.5700000000003,5,3,3,533,Loyal Customers
15275,59,1,610.1,3,1,3,313,Needs Attention
15276,88,1,134.66000000000003,3,1,1,311,Needs Attention
15277,68,1,250.85999999999999,3,1,2,312,Needs Attention
15279,376,1,290.51,1,1,2,112,Lost
15280,194,1,113.12,2,1,1,211,Lost
15281,80,9,2332.1499999999996,3,5,5,355,Potential Loyalists
15286,71,1,240.55,3,1,1,311,Needs Attention
15287,44,2,486.69,4,3,2,432,Loyal Customers
15288,65,5,2306.5199999999995,3,4,5,345,Potential Loyalists
15289,51,3,939.7800000000002,4,3,4,434,Loyal Customers
15290,26,18,7903.620000000001,5,5,5,555,Champions
15291,47,15,4668.300000000003,4,5,5,455,Champions
15292,223,1,180.94000000000003,1,1,1,111,Lost
15296,72,6,3672.860000000002,3,5,5,355,Potential Loyalists
15297,32,3,641.9399999999999,5,3,3,533,Loyal Customers
15298,24,12,4794.8600000000015,5,5,5,555,Champions
15299,89,7,4507.01,3,5,5,355,Potential Loyalists
15300,86,1,496.4399999999999,3,1,3,313,Needs Attention
15301,72,12,4965.949999999999,3,5,5,355,Potential Loyalists
15303,312,1,574.0200000000001,1,1,3,113,Hibernating
15304,82,8,694.4000000000001,3,5,3,353,Potential Loyalists
15306,86,3,1122.5099999999995,3,3,4,334,Potential Loyalists
15307,117,1,205.29999999999998,2,1,1,211,Lost
15308,296,1,310.46999999999997,1,1,2,112,Lost
15311,22,91,60548.55000000009,5,5,5,555,Champions
15312,97,4,924.8499999999999,2,4,3,243,At Risk
15313,132,1,52.0,2,1,1,211,Lost
15314,221,1,322.93,1,1,2,112,Lost
15315,86,2,570.4999999999999,3,3,3,333,Potential Loyalists
15316,348,1,165.0,1,1,1,111,Lost
15318,25,1,312.62000000000006,5,1,2,512,Promising
15319,305,1,204.5,1,1,1,111,Lost
15320,66,1,267.13,3,1,2,312,Needs Attention
15321,92,3,2748.3099999999995,3,3,5,335,Potential Loyalists
15322,107,1,679.6799999999997,2,1,3,213,Hibernating
15325,125,1,162.28999999999994,2,1,1,211,Lost
15326,355,1,306.66999999999996,1,1,2,112,Lost
15327,74,1,208.75,3,1,1,311,Needs Attention
15329,61,3,1049.6999999999996,3,3,4,334,Potential Loyalists
15330,54,2,509.03999999999996,4,3,3,433,Loyal Customers
15332,388,4,1661.0599999999997,1,4,4,144,At Risk
15333,230,1,1028.56,1,1,4,114,Hibernating
15334,178,3,350.37000000000006,2,3,2,232,Cant Lose Them
15335,75,1,173.97,3,1,1,311,Needs Attention
15339,88,2,574.0699999999999,3,3,3,333,Potential Loyalists
15341,102,1,2020.52,2,1,4,214,Hibernating
15342,151,1,406.09,2,1,2,212,Lost
15343,109,1,364.50000000000006,2,1,2,212,Lost
15344,22,3,563.9399999999999,5,3,3,533,Loyal Customers
15345,67,1,393.5399999999999,3,1,2,312,Needs Attention
15346,354,1,252.42000000000004,1,1,2,112,Lost
15347,388,1,201.60000000000002,1,1,1,111,Lost
15348,94,1,158.04,2,1,1,211,Lost
15349,180,2,473.80999999999966,2,3,2,232,Cant Lose Them
15350,395,1,115.65,1,1,1,111,Lost
15351,34,7,1958.8600000000017,5,5,4,554,Champions
15353,276,2,777.0200000000002,1,3,3,133,Cant Lose Them
15355,51,2,277.05,4,3,2,432,Loyal Customers
15356,53,10,2708.500000000002,4,5,5,455,Champions
15358,26,22,8311.919999999998,5,5,5,555,Champions
15360,61,1,427.93,3,1,2,312,Needs Attention
15361,383,1,418.92,1,1,2,112,Lost
15363,394,1,326.0,1,1,2,112,Lost
15364,117,2,913.19,2,3,3,233,Cant Lose Them
15365,47,7,2304.12,4,5,5,455,Champions
15366,97,2,602.5100000000001,2,3,3,233,Cant Lose Them
15367,79,4,1877.59,3,4,4,344,Potential Loyalists
15368,43,1,446.94000000000005,4,1,2,412,Promising
15370,62,7,2286.1500000000015,3,5,5,355,Potential Loyalists
15372,159,1,2007.4000000000005,2,1,4,214,Hibernating
15373,30,12,2140.6599999999994,5,5,5,555,Champions
15374,150,1,168.0,2,1,1,211,Lost
15376,62,3,1219.26,3,3,4,334,Potential Loyalists
15379,191,7,3698.2499999999986,2,5,5,255,At Risk
15380,30,5,1690.2599999999998,5,4,4,544,Champions
15381,235,2,596.85,1,3,3,133,Cant Lose Them
15382,36,6,5945.629999999997,5,5,5,555,Champions
15384,191,2,642.4100000000001,2,3,3,233,Cant Lose Them
15385,62,1,316.88000000000005,3,1,2,312,Needs Attention
15386,208,1,394.14000000000004,1,1,2,112,Lost
15388,292,1,130.64,1,1,1,111,Lost
15389,194,1,500.0,2,1,3,213,Hibernating
15392,26,4,1526.1699999999998,5,4,4,544,Champions
15393,38,2,231.86,4,3,1,431,Loyal Customers
15394,31,4,2183.5399999999995,5,4,5,545,Champions
15395,347,1,107.45000000000002,1,1,1,111,Lost
15396,134,1,288.18000000000006,2,1,2,212,Lost
15397,311,1,94.0,1,1,1,111,Lost
15398,38,2,1345.5299999999997,4,3,4,434,Loyal Customers
15399,23,3,815.7699999999999,5,3,3,533,Loyal Customers
15400,114,5,716.2,2,4,3,243,At Risk
15402,170,2,626.7699999999999,2,3,3,233,Cant Lose Them
15405,211,1,349.09999999999997,1,1,2,112,Lost
15406,53,2,510.71000000000004,4,3,3,433,Loyal Customers
15407,55,4,1025.240000000001,3,4,4,344,Potential Loyalists
15408,286,1,267.17999999999995,1,1,2,112,Lost
15410,106,8,3450.8400000000015,2,5,5,255,At Risk
15411,48,4,1335.4799999999998,4,4,4,444,Champions
15412,193,1,190.53,2,1,1,211,Lost
15414,31,3,774.9,5,3,3,533,Loyal Customers
15415,335,1,510.4099999999999,1,1,3,113,Hibernating
15416,86,4,3984.3199999999997,3,4,5,345,Potential Loyalists
15417,107,1,508.8000000000001,2,1,3,213,Hibernating
15419,46,1,135.85999999999999,4,1,1,411,Promising
15421,80,4,950.3599999999999,3,4,4,344,Potential Loyalists
15422,345,2,97.7,1,3,1,131,Cant Lose Them
15423,60,1,43.5,3,1,1,311,Needs Attention
15424,276,2,383.34,1,3,2,132,Cant Lose Them
15426,41,5,1439.7400000000002,4,4,4,444,Champions
15427,55,3,1469.2200000000003,3,3,4,334,Potential Loyalists
15428,37,1,93.78,4,1,1,411,Promising
15429,48,2,396.70000000000016,4,3,2,432,Loyal Customers
15432,45,1,171.19,4,1,1,411,Promising
15433,235,2,533.2999999999998,1,3,3,133,Cant Lose Them
15434,30,5,1041.48,5,4,4,544,Champions
15435,44,1,144.34000000000003,4,1,1,411,Promising
15436,34,3,1114.4500000000003,5,3,4,534,Loyal Customers
15437,284,1,193.41,1,1,1,111,Lost
15438,153,1,156.58,2,1,1,211,Lost
15440,76,3,383.68000000000006,3,3,2,332,Lost
15442,270,1,594.0,1,1,3,113,Hibernating
15443,23,7,3220.1100000000024,5,5,5,555,Champions
15444,31,2,1416.3100000000015,5,3,4,534,Loyal Customers
15445,286,1,113.5,1,1,1,111,Lost
15447,352,1,155.17000000000002,1,1,1,111,Lost
15448,334,1,494.64,1,1,3,113,Hibernating
15449,48,3,974.52,4,3,4,434,Loyal Customers
15450,52,1,429.84,4,1,2,412,Promising
15452,51,3,532.23,4,3,3,433,Loyal Customers
15453,23,7,1387.0700000000015,5,5,4,554,Champions
15454,384,1,165.60000000000002,1,1,1,111,Lost
15456,305,3,437.98,1,3,2,132,Cant Lose Them
15457,284,1,231.07,1,1,1,111,Lost
15458,47,1,161.64,4,1,1,411,Promising
15460,376,1,216.75999999999996,1,1,1,111,Lost
15462,116,3,234.60000000000002,2,3,1,231,Cant Lose Them
15463,51,1,126.14,4,1,1,411,Promising
15464,360,1,1042.2500000000007,1,1,4,114,Hibernating
15465,41,18,7354.620000000002,4,5,5,455,Champions
15466,107,1,334.5300000000001,2,1,2,212,Lost
15467,31,3,524.8800000000001,5,3,3,533,Loyal Customers
15468,73,2,467.51,3,3,2,332,Lost
15469,72,2,538.55,3,3,3,333,Potential Loyalists
15471,24,1,469.4799999999999,5,1,2,512,Promising
15472,135,1,371.55999999999995,2,1,2,212,Lost
15473,36,7,1771.2,5,5,4,554,Champions
15475,99,1,454.1099999999999,2,1,2,212,Lost
15478,62,2,1441.4199999999996,3,3,4,334,Potential Loyalists
15480,138,1,903.22,2,1,3,213,Hibernating
15482,37,12,11054.960000000001,4,5,5,455,Champions
15483,183,4,223.24999999999977,2,4,1,241,At Risk
15484,23,4,3589.760000000002,5,4,5,545,Champions
15485,52,3,2539.72,4,3,5,435,Loyal Customers
15488,114,1,91.32000000000001,2,1,1,211,Lost
15489,44,3,1121.53,4,3,4,434,Loyal Customers
15491,117,6,3100.09,2,5,5,255,At Risk
15492,50,2,659.4599999999998,4,3,3,433,Loyal Customers
15493,54,5,1976.3000000000034,4,4,4,444,Champions
15494,43,2,1299.230000000001,4,3,4,434,Loyal Customers
15497,39,2,1262.2000000000003,4,3,4,434,Loyal Customers
15498,24,27,13261.799999999985,5,5,5,555,Champions
15500,30,4,1131.5600000000002,5,4,4,544,Champions
15502,37,12,10193.580000000004,4,5,5,455,Champions
15503,384,1,147.09,1,1,1,111,Lost
15504,103,1,52.83,2,1,1,211,Lost
15505,74,5,3397.6000000000004,3,4,5,345,Potential Loyalists
15506,44,3,953.620000000001,4,3,4,434,Loyal Customers
15507,193,1,492.36,2,1,3,213,Hibernating
15508,211,6,987.5200000000001,1,5,4,154,At Risk
15510,352,1,250.0,1,1,2,112,Lost
15511,33,5,909.23,5,4,3,543,Loyal Customers
15512,177,2,105.7,2,3,1,231,Cant Lose Them
15513,55,19,14697.559999999998,3,5,5,355,Potential Loyalists
15514,34,11,4139.459999999999,5,5,5,555,Champions
15516,66,3,62.43,3,3,1,331,Lost
15517,255,1,267.03000000000003,1,1,2,112,Lost
15518,86,8,1929.7600000000002,3,5,4,354,Potential Loyalists
15520,23,1,343.4999999999999,5,1,2,512,Promising
15521,62,8,3000.2000000000003,3,5,5,355,Potential Loyalists
15522,54,2,398.8400000000001,4,3,2,432,Loyal Customers
15523,106,1,412.01,2,1,2,212,Lost
15524,46,1,440.0,4,1,2,412,Promising
15525,24,3,825.9200000000003,5,3,3,533,Loyal Customers
15526,55,2,148.44,3,3,1,331,Lost
15527,40,8,2429.7800000000016,4,5,5,455,Champions
15528,276,1,229.32999999999993,1,1,1,111,Lost
15529,44,11,3932.9499999999935,4,5,5,455,Champions
15530,43,4,1502.3500000000001,4,4,4,444,Champions
15531,30,2,1992.0700000000004,5,3,4,534,Loyal Customers
15532,47,4,1572.430000000001,4,4,4,444,Champions
15533,41,3,806.4299999999997,4,3,3,433,Loyal Customers
15535,195,4,534.3,2,4,3,243,At Risk
15537,185,1,110.92,2,1,1,211,Lost
15539,29,1,538.4599999999999,5,1,3,513,Promising
15540,33,1,213.29999999999998,5,1,1,511,Promising
15541,136,1,82.53000000000002,2,1,1,211,Lost
15543,310,1,127.86,1,1,1,111,Lost
15544,31,9,3536.629999999996,5,5,5,555,Champions
15545,76,2,292.71999999999997,3,3,2,332,Lost
15547,29,14,4733.529999999988,5,5,5,555,Champions
15549,99,3,1693.26,2,3,4,234,Cant Lose Them
15550,26,4,575.63,5,4,3,543,Loyal Customers
15551,58,1,433.3299999999999,3,1,2,312,Needs Attention
15552,239,1,90.12,1,1,1,111,Lost
15553,82,1,437.23,3,1,2,312,Needs Attention
15554,299,1,217.20000000000002,1,1,1,111,Lost
15555,34,16,4746.809999999991,5,5,5,555,Champions
15556,46,1,279.77,4,1,2,412,Promising
15557,50,1,473.65,4,1,2,412,Promising
15561,33,4,773.5900000000001,5,4,3,543,Loyal Customers
15562,373,1,134.55,1,1,1,111,Lost
15563,44,4,1400.44,4,4,4,444,Champions
15565,72,2,173.15999999999997,3,3,1,331,Lost
15567,40,1,186.01,4,1,1,411,Promising
15568,24,3,758.29,5,3,3,533,Loyal Customers
15569,125,5,1375.71,2,4,4,244,At Risk
15570,29,12,4110.620000000001,5,5,5,555,Champions
15571,33,4,650.43,5,4,3,543,Loyal Customers
15572,26,7,2552.86,5,5,5,555,Champions
15573,53,2,607.4499999999998,4,3,3,433,Loyal Customers
15574,199,4,702.2499999999998,2,4,3,243,At Risk
15576,59,1,940.6700000000001,3,1,4,314,Needs Attention
15577,173,3,258.8799999999999,2,3,2,232,Cant Lose Them
15578,184,1,127.1,2,1,1,211,Lost
15579,90,2,348.5999999999999,3,3,2,332,Lost
15581,142,13,3679.9699999999966,2,5,5,255,At Risk
15582,46,3,677.8700000000002,4,3,3,433,Loyal Customers
15584,45,4,725.1099999999999,4,4,3,443,Loyal Customers
15585,198,1,455.30000000000007,2,1,2,212,Lost
15587,72,4,650.88,3,4,3,343,Potential Loyalists
15589,277,3,468.33000000000004,1,3,2,132,Cant Lose Them
15592,68,1,388.58,3,1,2,312,Needs Attention
15593,92,1,199.8,3,1,1,311,Needs Attention
15594,37,5,1771.779999999999,4,4,4,444,Champions
15596,122,5,1354.2899999999997,2,4,4,244,At Risk
15597,57,1,324.57,3,1,2,312,Needs Attention
15598,75,1,240.67999999999998,3,1,1,311,Needs Attention
15599,48,2,756.7,4,3,3,433,Loyal Customers
15601,33,14,6695.44,5,5,5,555,Champions
15602,30,9,1297.8700000000003,5,5,4,554,Champions
15603,100,1,48.480000000000004,2,1,1,211,Lost
15604,74,1,216.38999999999993,3,1,1,311,Needs Attention
15605,58,5,1184.7300000000005,3,4,4,344,Potential Loyalists
15606,83,9,2865.5599999999995,3,5,5,355,Potential Loyalists
15607,358,1,100.20000000000002,1,1,1,111,Lost
15608,50,4,1079.7799999999995,4,4,4,444,Champions
15609,206,1,298.48,1,1,2,112,Lost
15610,73,1,112.46,3,1,1,311,Needs Attention
15611,31,13,1591.4500000000005,5,5,4,554,Champions
15612,58,2,195.15,3,3,1,331,Lost
15615,32,23,10399.740000000002,5,5,5,555,Champions
15618,54,4,776.8510000000002,4,4,3,443,Loyal Customers
15619,32,1,336.40000000000003,5,1,2,512,Promising
15620,78,3,1553.1799999999996,3,3,4,334,Potential Loyalists
15621,26,4,1293.03,5,4,4,544,Champions
15622,65,9,3709.5600000000018,3,5,5,355,Potential Loyalists
15623,163,1,301.03000000000003,2,1,2,212,Lost
15624,138,4,588.1300000000001,2,4,3,243,At Risk
15625,125,4,1534.2600000000002,2,4,4,244,At Risk
15626,96,2,660.8,2,3,3,233,Cant Lose Them
15628,26,9,2870.24,5,5,5,555,Champions
15630,67,2,1167.6300000000003,3,3,4,334,Potential Loyalists
15632,37,8,3249.070000000002,4,5,5,455,Champions
15634,39,1,243.55,4,1,1,411,Promising
15636,111,2,724.76,2,3,3,233,Cant Lose Them
15637,74,1,223.35999999999999,3,1,1,311,Needs Attention
15639,156,1,415.24,2,1,2,212,Lost
15640,26,15,12510.620000000003,5,5,5,555,Champions
15641,127,4,1839.1999999999994,2,4,4,244,At Risk
15643,213,3,664.0000000000001,1,3,3,133,Cant Lose Them
15644,188,4,805.4099999999999,2,4,3,243,At Risk
15645,40,1,612.0099999999998,4,1,3,413,Promising
15646,179,3,434.88999999999993,2,3,2,232,Cant Lose Them
15648,226,2,657.35,1,3,3,133,Cant Lose Them
15649,358,2,816.0,1,3,3,133,Cant Lose Them
15651,58,3,646.3,3,3,3,333,Potential Loyalists
15652,113,1,322.14,2,1,2,212,Lost
15653,114,2,877.44,2,3,3,233,Cant Lose Them
15654,31,2,922.5300000000001,5,3,3,533,Loyal Customers
15655,265,1,560.6699999999998,1,1,3,113,Hibernating
15656,67,4,748.4999999999999,3,4,3,343,Potential Loyalists
15657,44,1,30.0,4,1,1,411,Promising
15658,212,5,1004.1999999999998,1,4,4,144,At Risk
15659,65,1,306.45000000000005,3,1,2,312,Needs Attention
15660,47,8,1583.5200000000002,4,5,4,454,Champions
15661,339,2,309.79999999999995,1,3,2,132,Cant Lose Them
15663,128,1,122.84,2,1,1,211,Lost
15664,72,1,386.43,3,1,2,312,Needs Attention
15665,190,2,2179.610000000001,2,3,5,235,Cant Lose Them
15667,61,1,301.32000000000005,3,1,2,312,Needs Attention
15668,239,1,76.32000000000001,1,1,1,111,Lost
15669,62,4,684.3400000000001,3,4,3,343,Potential Loyalists
15670,318,1,173.04999999999998,1,1,1,111,Lost
15671,40,7,2657.1300000000015,4,5,5,455,Champions
15673,110,4,2881.0200000000013,2,4,5,245,At Risk
15674,95,5,2430.9999999999995,2,4,5,245,At Risk
15675,103,3,323.69000000000005,2,3,2,232,Cant Lose Them
15676,40,3,3415.9600000000005,4,3,5,435,Loyal Customers
15677,71,1,657.2299999999998,3,1,3,313,Needs Attention
15678,74,1,352.7,3,1,2,312,Needs Attention
15679,46,4,781.2799999999999,4,4,3,443,Loyal Customers
15680,31,3,1323.4800000000002,5,3,4,534,Loyal Customers
15681,47,5,1426.1599999999994,4,4,4,444,Champions
15683,139,1,193.75,2,1,1,211,Lost
15687,30,9,2993.1,5,5,5,555,Champions
15689,141,2,254.1,2,3,2,232,Cant Lose Them
15690,26,2,239.76000000000002,5,3,1,531,Loyal Customers
15691,274,1,136.8,1,1,1,111,Lost
15692,50,1,191.03999999999996,4,1,1,411,Promising
15694,22,14,6303.899999999998,5,5,5,555,Champions
15695,288,2,409.98,1,3,2,132,Cant Lose Them
15696,55,8,2716.659999999999,3,5,5,355,Potential Loyalists
15699,39,1,309.6499999999999,4,1,2,412,Promising
15700,194,2,696.6799999999995,2,3,3,233,Cant Lose Them
15701,24,4,1542.140000000001,5,4,4,544,Champions
15703,286,1,211.5,1,1,1,111,Lost
15704,162,4,2293.6199999999994,2,4,5,245,At Risk
15705,223,1,143.10000000000002,1,1,1,111,Lost
15706,85,4,1060.5600000000002,3,4,4,344,Potential Loyalists
15707,57,4,937.1799999999997,3,4,3,343,Potential Loyalists
15708,62,7,3364.239999999998,3,5,5,355,Potential Loyalists
15709,305,1,133.25,1,1,1,111,Lost
15712,31,5,1072.3600000000001,5,4,4,544,Champions
15713,165,2,356.7,2,3,2,232,Cant Lose Them
15714,33,2,330.87999999999994,5,3,2,532,Loyal Customers
15716,167,4,1115.5100000000002,2,4,4,244,At Risk
15717,256,1,150.29999999999998,1,1,1,111,Lost
15719,54,13,5035.289999999993,4,5,5,455,Champions
15720,46,1,598.73,4,1,3,413,Promising
15721,33,1,502.0399999999998,5,1,3,513,Promising
15722,57,5,2165.86,3,4,5,345,Potential Loyalists
15723,386,1,203.10000000000002,1,1,1,111,Lost
15724,223,2,218.25000000000006,1,3,1,131,Cant Lose Them
15725,37,1,415.25000000000006,4,1,2,412,Promising
15727,38,7,5178.960000000004,4,5,5,455,Champions
15729,234,1,85.0,1,1,1,111,Lost
15730,87,3,1120.88,3,3,4,334,Potential Loyalists
15732,234,2,294.12,1,3,2,132,Cant Lose Them
15733,304,1,162.3,1,1,1,111,Lost
15734,136,2,1339.45,2,3,4,234,Cant Lose Them
15737,36,8,1195.7599999999998,5,5,4,554,Champions
15738,40,16,4812.420000000002,4,5,5,455,Champions
15739,88,1,449.12,3,1,2,312,Needs Attention
15740,71,1,154.88,3,1,1,311,Needs Attention
15743,38,4,784.46,4,4,3,443,Loyal Customers
15744,99,1,34.8,2,1,1,211,Lost
15745,41,4,1094.5900000000001,4,4,4,444,Champions
15746,156,1,196.88,2,1,1,211,Lost
15747,34,3,974.0399999999995,5,3,4,534,Loyal Customers
15748,62,1,149.31,3,1,1,311,Needs Attention
15749,257,3,44534.3,1,3,5,135,Cant Lose Them
15750,24,8,2411.91,5,5,5,555,Champions
15752,61,7,2629.790000000002,3,5,5,355,Potential Loyalists
15753,326,1,79.2,1,1,1,111,Lost
15754,73,3,458.57,3,3,2,332,Lost
15755,32,6,2364.2500000000005,5,5,5,555,Champions
15756,83,4,528.7599999999996,3,4,3,343,Potential Loyalists
15757,87,2,709.38,3,3,3,333,Potential Loyalists
15758,46,1,205.25,4,1,1,411,Promising
15759,240,3,248.00000000000003,1,4,1,141,At Risk
15762,87,2,583.7499999999998,3,3,3,333,Potential Loyalists
15763,53,2,1067.1200000000001,4,3,4,434,Loyal Customers
15764,110,6,3259.33,2,5,5,255,At Risk
15766,86,1,315.06,3,2,2,322,Needs Attention
15768,137,3,621.83,2,4,3,243,At Risk
15769,29,26,56252.72000000001,5,5,5,555,Champions
15773,27,1,635.6800000000001,5,2,3,523,Promising
15774,90,1,270.79999999999995,3,2,2,322,Needs Attention
15775,267,1,104.9,1,2,1,121,Lost
15776,155,1,241.62000000000003,2,2,1,221,Lost
15777,263,4,1047.11,1,4,4,144,At Risk
15780,205,3,475.28000000000003,1,4,2,142,At Risk
15781,47,3,345.46,4,4,2,442,Loyal Customers
15782,31,3,2614.7400000000007,5,4,5,545,Champions
15783,32,1,246.3,5,2,1,521,Promising
15785,54,5,2328.9700000000007,4,4,5,445,Champions
15786,68,3,4912.399999999998,3,4,5,345,Potential Loyalists
15787,48,3,948.0500000000001,4,4,4,444,Champions
15789,380,1,321.29999999999995,1,2,2,122,Lost
15790,32,1,220.84999999999994,5,2,1,521,Promising
15791,65,2,1612.6899999999996,3,3,4,334,Potential Loyalists
15793,36,3,965.6100000000001,5,4,4,544,Champions
15795,171,1,580.01,2,2,3,223,Hibernating
15796,23,8,2701.81,5,5,5,555,Champions
15797,135,4,2207.4,2,4,5,245,At Risk
15799,97,3,874.78,2,4,3,243,At Risk
15800,129,2,696.4800000000001,2,3,3,233,Cant Lose Them
15801,68,3,1040.5499999999997,3,4,4,344,Potential Loyalists
15802,164,1,451.42,2,2,2,222,Lost
15803,73,1,415.82,3,2,2,322,Needs Attention
15804,22,13,4201.349999999999,5,5,5,555,Champions
15805,45,17,5378.779999999997,4,5,5,455,Champions
15806,68,3,784.58,3,4,3,343,Potential Loyalists
15807,72,3,903.9000000000001,3,4,3,343,Potential Loyalists
15808,328,4,3715.17,1,4,5,145,At Risk
15809,58,5,515.77,3,4,3,343,Potential Loyalists
15810,100,4,1391.98,2,4,4,244,At Risk
15811,44,6,2218.62,4,5,5,455,Champions
15812,129,5,1801.1400000000003,2,4,4,244,At Risk
15813,229,2,1303.9100000000003,1,3,4,134,Cant Lose Them
15814,38,4,1945.3300000000008,4,4,4,444,Champions
15815,85,5,2100.5999999999995,3,4,5,345,Potential Loyalists
15819,71,4,1900.409999999999,3,4,4,344,Potential Loyalists
15820,341,1,206.98,1,2,1,121,Lost
15821,66,2,570.96,3,3,3,333,Potential Loyalists
15822,25,2,885.4699999999998,5,3,3,533,Loyal Customers
15823,394,1,15.0,1,2,1,121,Lost
15825,194,1,528.3799999999999,2,2,3,223,Hibernating
15826,78,3,1591.91,3,4,4,344,Potential Loyalists
15827,95,14,1836.090000000001,2,5,4,254,At Risk
15829,121,2,612.7399999999998,2,3,3,233,Cant Lose Them
15830,59,1,576.0,3,2,3,323,Needs Attention
15831,80,3,801.7600000000001,3,4,3,343,Potential Loyalists
15832,276,1,836.7899999999998,1,2,3,123,Hibernating
15834,92,4,2214.550000000001,3,4,5,345,Potential Loyalists
15835,66,4,954.0900000000003,3,4,4,344,Potential Loyalists
15836,72,1,137.37,3,2,1,321,Needs Attention
15837,86,1,391.98,3,2,2,322,Needs Attention
15838,33,19,33643.079999999994,5,5,5,555,Champions
15839,55,3,1048.4899999999998,3,4,4,344,Potential Loyalists
15840,80,2,355.56000000000006,3,3,2,332,Lost
15841,94,4,1224.0600000000002,2,4,4,244,At Risk
15843,325,1,118.95000000000002,1,2,1,121,Lost
15844,68,1,130.74,3,2,1,321,Needs Attention
15845,39,8,3711.7699999999995,4,5,5,455,Champions
15847,60,2,389.27,3,3,2,332,Lost
15850,41,2,232.09999999999994,4,3,1,431,Loyal Customers
15852,208,2,160.70999999999995,1,3,1,131,Cant Lose Them
15853,73,1,110.79999999999998,3,2,1,321,Needs Attention
15854,26,12,2960.609999999998,5,5,5,555,Champions
15855,158,5,712.2399999999999,2,4,3,243,At Risk
15856,26,27,16308.520000000028,5,5,5,555,Champions
15857,40,1,297.0,4,2,2,422,Promising
15858,37,5,1413.65,4,4,4,444,Champions
15860,62,8,977.2099999999996,3,5,4,354,Potential Loyalists
15861,34,8,3137.96,5,5,5,555,Champions
15862,30,4,832.8800000000001,5,4,3,543,Loyal Customers
15863,47,2,68.84,4,3,1,431,Loyal Customers
15864,44,6,1936.32,4,5,4,454,Champions
15865,62,3,884.6300000000001,3,4,3,343,Potential Loyalists
15866,123,1,230.52999999999992,2,2,1,221,Lost
15867,27,15,3803.54,5,5,5,555,Champions
15869,299,2,149.64000000000004,1,3,1,131,Cant Lose Them
15870,54,1,349.0500000000002,4,2,2,422,Promising
15872,36,2,360.9299999999997,5,3,2,532,Loyal Customers
15874,85,7,4390.759999999999,3,5,5,355,Potential Loyalists
